# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "example_data/genome/mm10_chr19/gencode.vM25.primary_assembly.annotation.ch19.gtf" "-o" "feature_count/counts.s2.strict.txt" "-T" "4" "-g" "gene_id" "-Q" "20" "--minOverlap" "1" "--fracOverlap" "0" "-p" "-B" "-C" "-s" "2" "mapped_reads/KO_D0_1_S2.bam" "mapped_reads/KO_D0_2_S8.bam" "mapped_reads/KO_D2_1_S4.bam" "mapped_reads/KO_D2_2_S10.bam" "mapped_reads/KO_D8_1_S6.bam" "mapped_reads/KO_D8_2_S12.bam" "mapped_reads/WT_D0_1_S1.bam" "mapped_reads/WT_D0_2_S7.bam" "mapped_reads/WT_D2_1_S3.bam" "mapped_reads/WT_D2_2_S9.bam" "mapped_reads/WT_D8_1_S5.bam" "mapped_reads/WT_D8_2_S11.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/KO_D0_1_S2.bam	mapped_reads/KO_D0_2_S8.bam	mapped_reads/KO_D2_1_S4.bam	mapped_reads/KO_D2_2_S10.bam	mapped_reads/KO_D8_1_S6.bam	mapped_reads/KO_D8_2_S12.bam	mapped_reads/WT_D0_1_S1.bam	mapped_reads/WT_D0_2_S7.bam	mapped_reads/WT_D2_1_S3.bam	mapped_reads/WT_D2_2_S9.bam	mapped_reads/WT_D8_1_S5.bam	mapped_reads/WT_D8_2_S11.bam
ENSMUSG00000001750.16	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3896050;3896050;3896050;3896050;3896050;3896270;3896270;3896270;3896270;3896270;3896270;3896400;3896604;3896604;3896604;3896604;3896604;3896604;3896604;3896795;3896795;3896795;3896795;3896795;3896795;3896795;3897038;3897038;3897038;3897038;3897038;3897038;3897038;3897071;3897468;3897468;3897468;3897468;3897468;3897468;3897758;3897758;3897758;3897758;3897758;3897758;3898207;3898548;3898548;3898548;3898548;3898548;3898548;3898718;3898718;3898718;3898718;3898718;3898736;3898980;3898980;3898980;3898980;3898980;3898980;3898980;3901891;3901891;3901891;3901891;3901891;3901891;3902243;3902344;3902344;3902344;3902344;3902344;3902494;3902631;3902631;3902631;3902631;3902631;3902631;3902631;3902631;3902694;3902882;3902882;3902882;3902882;3902882;3902882;3902882;3902882;3902882;3903046;3903046;3903046;3903046;3903046;3903046;3903046;3903046;3903046;3903340;3903340;3903340;3903340;3903340;3903509;3903509;3903509;3903509;3903509;3903509;3904217;3904217;3904217;3904217;3904217;3904217;3904217;3904585;3904585;3904585;3904585;3904585;3904614;3905075;3906108;3906524;3907019;3907019;3907019	3896192;3896192;3896192;3896192;3896192;3896447;3896447;3896447;3896447;3896447;3896447;3896447;3896721;3896721;3896721;3896721;3896721;3896721;3896721;3896902;3896902;3896902;3896902;3896902;3896902;3896902;3897169;3897230;3897169;3897169;3897169;3897169;3897169;3897169;3897831;3897681;3897681;3897681;3897681;3897681;3897876;3897876;3897876;3897876;3897876;3897876;3898638;3898638;3898638;3898638;3898638;3898638;3898875;3898853;3898875;3898875;3898875;3898875;3898875;3899119;3899119;3899119;3899119;3899119;3899119;3899119;3902023;3902035;3902035;3902035;3902035;3902556;3902556;3902556;3902556;3902556;3902556;3902556;3902556;3902724;3902724;3902724;3902724;3902724;3902724;3902724;3902724;3902724;3902964;3902964;3902964;3902964;3902964;3902964;3902964;3902964;3902964;3903428;3903428;3903246;3903172;3903172;3903172;3903172;3903172;3903072;3903355;3903428;3903428;3903428;3903428;3903729;3903729;3903729;3903729;3903729;3903729;3904295;3904295;3904421;3904295;3904295;3904295;3904295;3904705;3904705;3904705;3904705;3904705;3904705;3905230;3906240;3906991;3907040;3907133;3907112	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4603	1155	876	606	1050	915	1277	1264	976	602	873	1002	1351
ENSMUSG00000059734.7	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3908863;3908867;3908867;3908870;3909153;3909153;3909153;3909153;3910898;3910898;3910898;3910898;3910928;3911161;3911161;3911161;3911161;3911161;3911566;3911566;3911566;3911566;3911566;3911689;3911689;3911689;3911689;3911689;3912203;3912467;3912470;3912710;3912710	3909074;3909074;3909074;3909074;3909281;3909281;3909281;3909281;3911070;3911070;3911070;3911070;3911070;3911256;3911256;3911256;3911256;3911256;3911597;3911616;3911616;3911616;3911616;3911746;3911746;3911746;3911746;3911746;3912488;3912734;3912734;3912768;3912774	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1291	894	552	732	712	759	723	800	528	651	711	681	944
ENSMUSG00000024885.9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3913491;3915294;3918042;3918603;3919503;3920797;3920797;3921183;3921183;3921473;3921473;3921697;3921697;3923739;3923739;3929696;3929696	3914084;3915393;3918208;3918989;3919624;3920878;3920878;3921268;3921268;3921593;3921593;3921807;3921807;3923901;3923901;3929727;3929808	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2046	298	397	185	200	456	420	263	457	182	169	397	509
ENSMUSG00000118129.1	chr19	3931795	3932090	-	296	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036908.17	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3935186;3935186;3935226;3935286;3935762;3935762;3935762;3935762;3936079;3936269;3936269;3936269;3936269;3941520;3941520;3941520;3941537;3941885;3941885;3941885;3941885;3942349;3942349;3942349;3942440;3942694;3942694;3942694;3943529;3943529;3943529;3943529;3944023;3944023;3947007;3947007;3947007;3947007;3948628;3948628;3948628	3935352;3935352;3935352;3935352;3935903;3935903;3935903;3935903;3936422;3936422;3936746;3936422;3936422;3941558;3941681;3941681;3941681;3942017;3941933;3942017;3942017;3942442;3942442;3942442;3942818;3942818;3942818;3942818;3943711;3943711;3943711;3943711;3944296;3944296;3947125;3947112;3947125;3947125;3949340;3949340;3949339	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3031	1319	1913	1039	1533	1774	1726	1223	1856	965	1098	1564	1735
ENSMUSG00000037263.13	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3958645;3958806;3963839;3963839;3964468;3964472;3964817;3964817;3965056;3965056;3965254;3965254;3965633;3965633;3965900;3966372;3968442;3968442;3968442;3969763;3969763;3969763	3958913;3958913;3964001;3964001;3964578;3964578;3964937;3964937;3965141;3965141;3965335;3965335;3966538;3966019;3966019;3966538;3968541;3968541;3968541;3972102;3970438;3972103	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4179	0	0	1	0	2	12	0	0	0	2	0	13
ENSMUSG00000075296.5	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3972328;3977499;3978061;3978414;3978653;3978851;3979230;3980006;3980692;3981008	3972613;3977661;3978171;3978534;3978738;3978932;3979616;3980172;3980791;3981646	+;+;+;+;+;+;+;+;+;+	2142	0	0	7	7	40	140	0	0	7	24	72	397
ENSMUSG00000024866.10	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3986570;3986570;3986571;3986583;3986592;3986661;3986823;3986828;3987051;3987051;3987051;3987051;3987051;3987203;3987450;3987731;3987731;3987731;3987731;3987731;3987731;3988138;3988138;3988138;3988138;3988138;3988398;3988398;3988398;3988606;3988606;3988606;3988606;3989653;3989653;3989653	3986611;3986611;3986951;3986611;3986611;3987305;3986951;3986951;3987305;3987305;3987305;3987305;3987305;3987305;3987908;3987923;3987923;3987788;3987923;3987923;3987923;3988505;3988231;3988231;3988231;3988231;3988505;3988505;3988505;3988651;3988715;3988715;3988715;3990007;3990005;3990005	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2043	175	230	47	60	274	248	160	224	49	62	181	280
ENSMUSG00000037477.8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	3992752;3996529;3996874;3997275;3997805;3998182;3998470;3998959	3993114;3996796;3996975;3997446;3997960;3998249;3998564;3999512	+;+;+;+;+;+;+;+	1778	0	0	0	0	1	0	0	2	0	0	0	0
ENSMUSG00000118132.1	chr19	3999548	4000542	-	995	5	9	4	14	12	8	9	2	15	14	13	5
ENSMUSG00000110949.1	chr19;chr19;chr19;chr19;chr19;chr19;chr19	4000580;4000631;4001196;4001628;4001628;4001796;4001796	4000847;4001328;4001328;4001705;4001705;4002101;4002103	+;+;+;+;+;+;+	1135	12	5	23	21	10	15	9	7	20	24	16	13
ENSMUSG00000024869.10	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4000626;4001196;4001628;4001796;4003945;4004096;4004323;4004513;4004763	4000847;4001328;4001705;4003814;4004024;4004167;4004432;4004648;4005816	+;+;+;+;+;+;+;+;+	3904	7	8	18	17	19	14	6	15	9	17	15	14
ENSMUSG00000086107.1	chr19;chr19	4000758;4000932	4000818;4001232	-;-	362	1	3	0	1	2	0	1	0	0	2	3	0
ENSMUSG00000024871.11	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4003313;4003321;4003325;4003389;4003511;4003511;4003700;4003709;4003863;4003945;4003945;4003945;4004096;4004096;4004096;4004265;4004323;4004323;4004323;4004323;4004513;4004513;4004513;4004763;4004763;4004763;4004763;4004763;4004763;4006061;4006110;4006110;4006110;4006358;4006358;4006552;4006552;4006719;4006719	4003401;4003401;4004648;4003510;4003814;4003814;4004167;4003814;4004167;4004024;4004024;4004024;4004167;4004167;4004167;4004432;4004648;4004432;4004648;4004432;4004648;4004648;4004648;4004816;4004821;4004816;4005788;4004816;4004816;4006267;4006133;4006171;4006267;4006439;4006439;4006648;4006648;4007004;4007005	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3035	10	15	19	20	27	23	13	16	17	24	17	25
ENSMUSG00000037916.14	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4007384;4007497;4007497;4007502;4007503;4007562;4007770;4007770;4007770;4007770;4007770;4007770;4008048;4008048;4008048;4008048;4008048;4008295;4008343;4008343;4008343;4008343;4008343;4008365;4008594;4008594;4008594;4008594;4008594;4008594;4008594;4008753;4009344;4009344;4009344;4009344;4009344;4009344;4009344;4009367;4009418;4009462;4009488;4009826;4009826;4009826;4009826;4009826;4009826;4009826;4009826;4009826;4009826;4010001;4011102;4011102;4011102;4011102;4011102;4011102;4011102;4011102;4011102;4011102;4011346;4011346;4011346;4011346;4011346;4011346;4011346;4011346;4012551;4012551;4012551;4012551;4012551;4012551;4012551;4012578;4012594;4012594;4012657	4007665;4007665;4007665;4007665;4007665;4007665;4007915;4007939;4008018;4007915;4007915;4007915;4008129;4008129;4008129;4008129;4008129;4008509;4008509;4008509;4008509;4008509;4008509;4008509;4008806;4009140;4008806;4008806;4008806;4008806;4008806;4008806;4009533;4009847;4009533;4009533;4009533;4009533;4009533;4009533;4009533;4009533;4009533;4010009;4010009;4010019;4010009;4010009;4010009;4010019;4010009;4010009;4010009;4010009;4011424;4011272;4011272;4011272;4011428;4011272;4011272;4011272;4011272;4011272;4011428;4011428;4011428;4011424;4011428;4011428;4011428;4011428;4012661;4012697;4012665;4012704;4012708;4012806;4012666;4012673;4012668;4012694;4012759	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2634	1816	1523	2544	2507	2327	2406	1665	1551	2125	2487	2189	3325
ENSMUSG00000060803.6	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4035407;4035409;4035411;4035414;4035573;4035824;4035824;4035824;4035824;4035824;4035827;4036279;4036688;4036688;4036688;4036688;4036767;4037071;4037104;4037104;4037104;4037104;4037104;4037290;4037290;4037290;4037290;4037290;4037315;4037585;4037585;4037585;4037585;4037585;4037585;4037863;4037863;4037866	4035661;4035661;4035661;4035661;4035661;4035931;4035931;4035931;4035993;4035931;4035931;4036382;4036791;4036791;4036791;4036791;4036791;4037191;4037191;4037396;4037191;4037191;4037191;4037877;4037396;4037471;4037396;4037396;4037471;4037899;4037896;4037620;4037901;4037620;4037620;4037925;4037985;4037977	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1548	2065	1734	1943	1885	2555	1855	1915	1972	1811	1681	1862	2037
ENSMUSG00000038155.11	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4040285;4040287;4040395;4040708;4040708;4040708;4040708;4040982;4040982;4040982;4040982;4041014;4041398;4041398;4041398;4041398;4041398;4041584;4041584;4041584;4041903;4041903;4041903;4042165;4042165;4042567;4045924;4045924	4040539;4040539;4040539;4040815;4040815;4040815;4040883;4041085;4041085;4041085;4041085;4041085;4041485;4041485;4041485;4041485;4041528;4041690;4041690;4041690;4041938;4041938;4041938;4042218;4042263;4042671;4045992;4046023	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1113	65	94	39	40	94	79	52	70	48	35	42	70
ENSMUSG00000058216.13	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4057477;4057478;4057888;4057888;4057988;4058086;4058086;4058086;4058529;4058529;4058529;4058569;4058735;4058735;4058735;4058735;4059183;4059259;4059259;4059424;4059424;4059424	4057718;4057718;4057995;4057995;4057995;4058189;4058189;4058189;4058616;4058616;4058616;4058616;4058841;4058841;4058841;4058841;4059294;4059295;4059294;4059461;4059569;4059446	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	908	0	0	1	1	1	0	0	0	1	1	0	0
ENSMUSG00000104921.1	chr19	4078297	4078512	-	216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064400.2	chr19	4078298	4078512	-	215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024857.16	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4081578;4082488;4082660;4083490;4083519;4084087;4084878;4084878;4084878;4084878;4085559;4085559;4085559;4085559;4086218;4086218;4086218;4086448;4086448;4086448;4086475;4087111;4087111;4087111;4087216	4081607;4082867;4082867;4083616;4083616;4084245;4084908;4084908;4084908;4084908;4085693;4085693;4085693;4085676;4086327;4086327;4086327;4086595;4086595;4086595;4086595;4087340;4087340;4087336;4087337	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1350	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000024856.10	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4097182;4097401;4097401;4097402;4097402;4097817;4097817;4097817;4097817;4097817;4098005;4098005;4098005;4098005;4098005;4098498;4098498;4098498	4097507;4097507;4097733;4097507;4097507;4097907;4097917;4097907;4097917;4097917;4098137;4098193;4098137;4098465;4098137;4099010;4099019;4099017	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1636	675	636	889	913	725	675	597	626	719	844	611	831
ENSMUSG00000024851.14	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4099998;4100046;4100269;4100622;4101144;4101144;4101144;4102673;4102673;4102673;4102673;4102975;4102975;4102975;4102975;4103261;4103261;4103261;4103261;4104814;4104814;4104814;4104814;4105230;4105230;4105230;4105415;4105415;4105415;4106564;4106564;4106564;4106712;4106712;4106712;4107786;4107786;4108086;4108086;4108086;4108204;4108423;4108423;4108423;4108665;4108665;4108665;4108665;4109648;4109826;4109826;4109826;4109826;4109927;4110495;4110495;4110495;4110495;4110495;4110714;4110800;4110842;4110842;4110842;4110948;4111079;4111079;4111079;4111079;4111079;4111161;4111582;4111582;4111582;4111582;4111582;4111582;4111582;4111678;4111866;4111866;4111866;4111866;4111866;4111866;4111929;4112101;4112101;4112101;4112101;4112101;4112101;4112320;4112327;4112327;4112327;4112327;4112662;4112748;4112748;4112748;4113485;4113485;4113485;4113485;4113485	4100213;4100213;4100514;4101262;4101262;4101262;4101262;4102887;4102887;4102887;4102887;4103096;4103096;4103096;4103096;4103485;4103485;4103485;4103485;4104929;4105140;4105140;4105140;4105325;4105325;4105325;4105522;4105522;4105522;4106625;4106625;4106625;4106962;4107975;4106962;4107975;4107975;4108193;4108193;4108193;4108580;4108580;4108580;4108580;4108867;4108867;4108867;4108867;4109996;4109907;4109996;4109996;4109996;4109996;4110734;4110659;4110659;4110659;4110659;4110990;4111189;4110990;4110990;4110990;4110990;4111189;4111189;4111189;4111189;4111189;4111189;4112014;4111655;4111698;4111698;4111698;4111698;4111698;4111698;4112014;4112573;4112014;4112014;4112014;4112014;4112014;4112250;4112371;4112217;4112250;4112250;4112250;4112876;4112510;4112510;4112510;4112510;4112876;4112876;4112876;4112876;4113615;4113965;4113965;4113965;4113965	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7030	926	825	989	1004	1068	935	892	853	803	807	833	973
ENSMUSG00000024847.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4114446;4114464;4115081;4115081;4115320;4115320;4115447;4115982;4115982;4115982;4118033;4118087;4118087;4118087;4118256;4120933;4121336;4121336;4121336;4121336;4121336;4124439;4125730;4125730;4125778	4114796;4114796;4115222;4115222;4115496;4115496;4115496;4116170;4116170;4116170;4118266;4118266;4118266;4118266;4118266;4121545;4121458;4121545;4121545;4121545;4121575;4124564;4125790;4125858;4125848	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1991	1500	1224	1336	1423	1628	1423	1285	1222	1183	1257	1221	1490
ENSMUSG00000024845.17	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4125934;4125959;4125959;4125959;4125959;4125959;4125960;4125960;4125960;4125975;4125979;4125987;4125989;4125989;4126029;4126042;4126042;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127057;4127550;4127550;4127550;4127550;4127550;4127550;4127550;4127550;4127550;4127550;4127550;4127572;4127577;4127577;4127698;4127760;4127760;4127760;4127760;4127760;4127760;4127760;4127760;4127760;4127760;4130857;4130857;4130995;4131031;4131031;4131031;4131031;4131031;4131031;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131229;4131362;4131362;4131362;4131362;4131362;4131362;4131362;4131362;4131362;4131362;4131362;4131362;4131362;4131397	4126200;4126200;4126200;4126200;4126200;4126200;4126040;4126200;4126200;4126200;4126200;4126040;4126200;4126200;4126200;4126200;4126200;4127132;4127132;4127132;4127121;4127121;4127132;4127121;4127121;4127121;4127121;4127121;4127121;4127121;4127121;4127639;4127639;4127639;4127639;4127639;4127836;4127639;4127639;4127639;4127836;4127639;4127639;4127639;4127639;4127739;4127836;4130588;4127836;4127836;4127836;4127836;4127836;4127836;4127836;4127836;4131075;4131075;4131075;4131075;4131075;4131075;4131075;4131075;4131075;4131257;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131282;4131727;4131732;4131730;4131735;4131727;4132307;4132305;4132285;4131727;4131727;4131444;4131726;4132285;4131727	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4601	940	640	976	1019	1169	1209	881	625	832	878	1087	1593
ENSMUSG00000024842.8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4135423;4135423;4135425;4135987;4136114;4136114;4136114;4136114;4137107;4137107;4137107;4137107;4138491;4138549;4138774;4138774;4138774;4139203;4139203;4139203;4139203;4139656;4141401;4141743;4143994	4136015;4136015;4136015;4136015;4136261;4136261;4136261;4136261;4137216;4138692;4137216;4138692;4138804;4138692;4138804;4138804;4138804;4139326;4139546;4139563;4139609;4139877;4141609;4141943;4144033	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3518	0	2	4	5	13	16	0	0	0	1	5	20
ENSMUSG00000044724.9	chr19;chr19	4139787;4142423	4140404;4145740	+;+	3936	0	1	2	0	1	1	0	3	1	0	2	2
